0,2,0.376,10.231
1,2,1.957,11.594
2,2,1.964,11.646
3,2,1.942,11.687
4,2,2.214,11.549
5,2,2.202,11.729
6,2,1.948,11.133
7,2,2.144,11.577
8,2,2.016,11.198
9,2,2.098,11.657
10,2,2.197,11.726
11,2,2.246,11.442
12,2,0.348,9.991
13,2,2.082,11.191
14,2,2.211,11.581
15,2,2.202,11.299
16,2,2.171,11.716
17,2,2.045,11.231
18,2,2.141,11.468
19,2,2.261,11.434
20,2,2.075,11.355
21,2,2.166,11.530
22,2,2.187,11.540
23,2,2.024,10.826
24,2,2.241,11.635
25,2,2.096,11.507
26,2,2.182,11.572
27,2,0.330,9.994
28,2,2.193,11.572
29,2,2.106,11.430
30,2,2.179,11.560
31,2,0.269,9.853
32,2,1.911,11.154
33,2,0.346,9.491
34,2,0.431,9.549
35,2,1.508,9.538
36,2,1.564,9.862
37,2,2.129,11.146
38,2,2.065,11.596
39,2,2.155,11.550
40,2,2.046,11.649
41,2,1.957,11.125
42,2,1.989,10.622
43,2,1.543,9.924
44,2,2.136,11.118
45,2,2.218,11.041
46,2,0.850,9.468
47,2,1.400,9.921
48,2,0.867,9.455
49,2,2.268,11.540
50,2,0.411,9.816
51,2,0.589,9.570
52,2,0.605,9.584
53,2,1.082,9.763
54,2,1.368,10.148
55,2,0.937,9.592
56,2,1.079,9.588
57,2,-0.765,7.497
58,2,1.564,9.470
59,2,2.273,11.237
60,2,0.732,9.609
61,2,0.999,9.754
62,2,2.228,11.711
63,2,0.298,9.852
64,2,2.210,11.715
65,2,0.275,9.801
66,2,0.466,9.389
67,2,-0.688,7.681
68,2,0.774,9.628
69,2,0.752,9.475
70,2,0.529,9.450
71,2,0.835,9.381
72,2,0.833,9.593
73,2,1.110,9.779
74,2,1.020,9.557
75,2,1.071,8.744
76,2,1.306,8.651
77,2,-0.474,7.075
78,2,-0.513,6.895
79,2,-0.381,6.742
80,2,-0.432,6.632
81,3,-0.347,6.158
82,3,-0.472,5.935
83,3,0.129,5.967
84,3,-0.483,5.568
85,2,0.208,6.419
86,3,-0.345,6.112
87,2,0.839,7.353
88,2,-0.284,6.400
89,3,-0.528,5.126
90,2,-0.251,7.761
91,2,0.916,9.407
92,2,0.676,9.463
93,2,1.333,12.216
94,2,-0.559,10.212
95,2,-0.479,10.040
96,2,-0.305,9.822
97,2,1.150,11.918
98,2,-0.970,8.102
99,2,-0.436,9.949
100,2,-0.275,10.044
101,2,-0.261,9.965
102,2,0.075,9.081
103,2,-0.397,7.838
104,2,-0.468,7.946
105,2,-0.234,9.534
106,2,-0.199,9.872
107,2,-0.574,8.116
108,2,0.126,9.046
109,2,0.085,9.065
110,2,-0.367,7.820
111,2,-0.424,7.890
112,2,1.464,11.903
113,2,0.360,9.966
114,2,-0.125,10.188
115,2,1.663,12.067
116,2,1.415,12.041
117,2,1.506,11.911
118,2,1.055,11.619
119,2,0.272,11.094
120,2,0.872,11.210
121,2,1.465,11.853
122,2,1.186,11.221
123,2,0.961,11.278
124,2,0.424,9.809
125,2,0.422,9.838
126,2,0.399,9.904
127,2,0.397,9.589
128,2,2.293,11.442
129,2,0.258,9.660
130,2,0.542,9.518
131,2,2.224,11.465
132,2,2.249,10.708
133,2,2.396,11.018
134,2,2.369,11.267
135,2,2.147,10.254
136,2,2.123,10.303
137,2,2.419,10.605
138,2,2.377,10.647
139,2,1.866,9.638
140,2,1.811,9.322
141,2,-1.130,7.145
142,2,-0.890,7.135
143,2,1.366,8.162
144,3,-0.730,6.363
145,3,-0.745,6.362
146,3,-1.395,5.119
147,3,-0.766,6.354
148,3,-0.580,5.350
149,5,3.591,4.156
150,3,-0.804,3.504
151,3,-0.445,5.249
152,2,0.534,7.621
153,2,1.659,10.126
154,2,-1.111,7.525
155,2,-0.077,9.886
156,2,-0.029,9.889
157,2,-0.013,9.884
158,2,0.007,9.849
159,2,2.238,11.533
160,3,-0.770,6.570
161,3,-0.850,6.356
162,2,-1.080,7.509
163,3,-1.648,3.253
164,3,-0.770,5.911
165,3,-1.703,2.835
166,3,-1.332,3.370
167,3,-0.578,4.906
168,3,-0.601,6.029
169,2,0.517,8.563
170,2,0.471,8.608
171,3,-2.295,2.846
172,3,-2.285,1.475
173,3,-1.944,2.705
174,3,-2.040,2.377
175,3,-2.191,3.842
176,3,-2.026,2.360
177,2,0.348,8.339
178,3,-0.873,6.385
179,2,2.296,11.537
180,2,2.281,11.522
181,2,2.265,11.662
182,2,2.323,11.489
183,3,-0.747,5.993
184,3,-0.672,5.180
185,3,-0.725,5.956
186,2,1.871,11.612
187,2,0.162,10.042
188,2,1.872,11.906
189,2,0.143,10.009
190,2,1.957,11.716
191,2,1.979,11.857
192,2,0.328,10.030
193,2,2.080,11.281
194,2,2.228,11.349
195,2,2.194,11.675
196,2,2.172,11.513
197,2,0.480,9.820
198,2,2.181,11.688
199,2,2.204,11.507
200,2,2.177,11.061
201,2,2.146,11.312
202,2,2.120,11.578
203,2,0.407,9.906
204,2,2.170,11.535
205,2,0.338,9.858
206,2,2.083,11.100
207,2,2.234,11.344
208,2,0.287,9.733
209,2,2.189,11.603
210,2,0.406,9.866
211,2,0.359,9.672
212,2,0.373,9.906
213,2,2.261,11.684
214,2,2.320,11.448
215,2,2.196,11.602
216,2,2.184,11.397
217,2,-0.044,9.881
218,2,0.015,10.022
219,2,0.051,9.683
220,2,-0.099,9.892
221,2,0.098,9.715
222,2,0.258,9.992
223,2,0.267,9.587
224,2,2.056,11.688
225,2,0.271,9.573
226,2,1.024,10.145
227,2,0.372,9.755
228,2,2.131,11.776
229,2,0.304,9.866
230,2,0.409,9.914
231,2,0.044,9.843
232,2,0.545,9.655
233,2,0.286,9.889
234,2,1.973,11.946
235,2,1.152,10.367
236,2,1.244,8.783
237,2,-0.806,7.076
238,2,1.849,11.269
239,2,1.931,10.332
240,2,1.611,10.246
241,2,1.719,9.821
242,2,-0.554,7.207
243,3,-0.737,4.418
244,3,-0.810,6.598
245,2,1.616,9.994
246,2,2.233,11.581
247,2,0.636,9.718
248,2,2.306,11.331
249,2,0.235,9.664
250,2,2.197,11.750
251,2,2.138,11.366
252,2,2.183,11.448
253,2,0.630,9.609
254,2,2.321,11.479
255,2,2.408,10.866
256,2,0.303,9.728
257,2,2.471,10.955
258,2,2.201,11.528
259,2,1.711,10.351
260,2,2.066,10.859
261,2,1.927,10.549
262,2,2.184,10.323
263,2,2.124,10.336
264,2,2.190,10.439
265,2,1.909,9.848
266,2,1.249,9.166
267,2,0.810,9.315
268,2,2.090,10.134
269,2,1.110,9.725
270,2,1.311,9.180
271,2,2.474,11.042
272,2,-1.150,7.305
273,3,-1.054,6.480
274,2,2.170,9.356
275,3,-1.043,6.536
276,3,-1.216,6.315
277,2,2.002,8.803
278,3,-0.885,6.479
279,2,0.157,10.088
280,2,1.617,11.586
281,3,-0.631,6.401
282,3,-1.552,3.103
283,3,-0.584,6.122
284,3,-0.472,5.650
285,2,1.090,9.195
286,2,1.447,10.753
287,2,1.371,9.792
288,2,1.400,10.003
289,2,1.419,9.980
290,2,1.269,9.472
291,2,1.388,9.571
292,2,1.433,9.980
293,2,1.235,10.811
294,2,1.458,10.750
295,2,1.629,10.909
296,2,1.554,10.836
297,2,-0.879,7.341
298,2,1.735,11.223
299,2,1.479,10.689
300,2,1.489,10.855
301,2,1.621,11.411
302,2,1.374,9.534
303,2,1.835,11.031
304,2,1.182,10.899
305,2,1.534,10.920
306,2,1.588,11.164
307,2,1.936,11.617
308,2,-1.124,7.648
309,2,1.924,11.120
310,2,2.065,11.533
311,2,1.785,11.391
312,2,2.084,11.699
313,2,0.075,9.702
314,2,0.200,9.555
315,2,1.401,11.709
316,3,-0.649,4.641
317,2,1.198,8.195
318,3,-1.161,3.588
319,3,-0.803,4.855
320,3,-0.359,1.452
321,3,-0.180,5.401
322,2,1.329,7.940
323,2,0.881,7.268
324,2,0.856,7.313
325,2,0.910,7.659
326,2,1.519,8.559
327,2,1.701,8.478
328,2,-0.895,6.808
329,2,2.046,9.713
330,3,-0.744,6.545
331,2,-0.670,7.228
332,2,1.141,7.495
333,3,-0.881,6.614
334,3,-0.224,5.275
335,0,-0.376,0.775
336,3,-0.357,5.265
337,3,-1.380,3.650
338,3,-0.602,4.932
339,3,-1.891,3.341
340,3,-0.478,1.327
341,2,0.107,9.783
342,2,2.116,11.811
343,2,0.223,9.707
344,2,0.206,9.737
345,2,2.114,11.623
346,2,2.169,11.577
347,2,0.317,9.956
348,2,2.161,11.586
349,2,0.362,9.830
350,2,2.225,11.755
351,2,0.251,9.657
352,2,0.362,9.580
353,2,2.312,11.561
354,2,2.248,11.452
355,2,2.190,11.547
356,2,2.179,11.521
357,2,0.370,9.653
358,2,0.404,9.883
359,2,0.327,9.621
360,2,0.356,9.888
361,2,0.258,9.721
362,2,2.338,11.223
363,2,2.360,11.494
364,2,2.241,11.263
365,2,2.165,11.346
366,2,2.180,11.183
367,2,2.337,11.494
368,2,2.162,11.215
369,2,2.381,11.117
370,2,2.272,11.383
371,2,2.367,11.455
372,2,0.594,9.464
373,2,2.091,10.062
374,2,0.825,9.219
375,2,0.587,9.399
376,3,-1.084,4.131
377,2,0.676,9.662
378,2,1.089,9.555
379,2,1.038,9.527
380,3,0.260,4.807
381,2,1.026,7.402
382,3,0.198,4.867
383,2,1.051,7.479
384,2,-0.626,7.679
385,3,-1.294,5.564
386,3,-1.217,4.769
387,2,-0.816,7.432
388,2,0.947,7.151
389,2,0.791,6.777
390,3,-0.391,6.039
391,3,-0.518,5.847
392,2,-0.551,6.753
393,2,1.311,9.082
394,3,-0.408,6.041
395,2,1.266,8.900
396,2,1.455,9.273
397,2,0.868,9.498
398,2,1.223,9.577
399,2,1.347,9.460
400,3,-1.363,3.146
401,3,-1.059,2.831
402,3,-1.302,2.240
403,2,0.916,12.369
404,2,0.959,12.496
405,2,0.767,12.218
406,2,0.961,12.469
407,2,0.920,12.393
408,2,0.867,12.307
409,2,0.959,12.498
410,2,-0.947,10.735
411,2,0.962,12.485
412,2,0.876,12.333
413,2,0.957,12.466
414,2,0.973,12.466
415,2,0.906,12.370
416,2,0.843,12.296
417,2,0.948,12.360
418,2,0.948,12.473
419,2,0.975,12.426
